# EUCKP.TXT
0xABB1	0x30B1	# ケ
0xABB2	0x30B2	# ゲ
0xABB3	0x30B3	# コ
0xABB4	0x30B4	# ゴ
0xABB5	0x30B5	# サ
0xABB6	0x30B6	# ザ
0xABB7	0x30B7	# シ
0xABB8	0x30B8	# ジ
0xABB9	0x30B9	# ス
0xABBA	0x30BA	# ズ
0xABBB	0x30BB	# セ
0xABBC	0x30BC	# ゼ
0xABBD	0x30BD	# ソ
0xABBE	0x30BE	# ゾ
0xABBF	0x30BF	# タ
0xABC0	0x30C0	# ダ
0xABC1	0x30C1	# チ
0xABC2	0x30C2	# ヂ
0xABC3	0x30C3	# ッ
0xABC4	0x30C4	# ツ
0xABC5	0x30C5	# ヅ
0xABC6	0x30C6	# テ
0xABC7	0x30C7	# デ
0xABC8	0x30C8	# ト
0xABC9	0x30C9	# ド
0xABCA	0x30CA	# ナ
0xABCB	0x30CB	# ニ
0xABCC	0x30CC	# ヌ
0xABCD	0x30CD	# ネ
0xABCE	0x30CE	# ノ
0xABCF	0x30CF	# ハ
0xABD0	0x30D0	# バ
0xABD1	0x30D1	# パ
0xABD2	0x30D2	# ヒ
0xABD3	0x30D3	# ビ
0xABD4	0x30D4	# ピ
0xABD5	0x30D5	# フ
0xABD6	0x30D6	# ブ
0xABD7	0x30D7	# プ
0xABD8	0x30D8	# ヘ
0xABD9	0x30D9	# ベ
0xABDA	0x30DA	# ペ
0xABDB	0x30DB	# ホ
0xABDC	0x30DC	# ボ
0xABDD	0x30DD	# ポ
0xABDE	0x30DE	# マ
0xABDF	0x30DF	# ミ
0xABE0	0x30E0	# ム
0xABE1	0x30E1	# メ
0xABE2	0x30E2	# モ
0xABE3	0x30E3	# ャ
0xABE4	0x30E4	# ヤ
0xABE5	0x30E5	# ュ
0xABE6	0x30E6	# ユ
0xABE7	0x30E7	# ョ
0xABE8	0x30E8	# ヨ
0xABE9	0x30E9	# ラ
0xABEA	0x30EA	# リ
0xABEB	0x30EB	# ル
0xABEC	0x30EC	# レ
0xABED	0x30ED	# ロ
0xABEE	0x30EE	# ヮ
0xABEF	0x30EF	# ワ
0xABF0	0x30F0	# ヰ
0xABF1	0x30F1	# ヱ
0xABF2	0x30F2	# ヲ
0xABF3	0x30F3	# ン
0xABF4	0x30F4	# ヴ
0xABF5	0x30F5	# ヵ
0xABF6	0x30F6	# ヶ
0xACA1	0xF127	# 
0xACA2	0xF128	# 
0xACA3	0x235F	# ⍟
0xACA4	0x2600	# ☀
0xACA5	0x2602	# ☂
0xACA6	0x2614	# ☔
0xACA7	0x2601	# ☁
0xACA8	0x2744	# ❄
0xACA9	0x26A1	# ⚡
0xACAA	0x26A0	# ⚠
0xACAB	0x2116	# №
0xACAC	0x2192	# →
0xACAD	0x2190	# ←
0xACAE	0x2191	# ↑
0xACAF	0x2193	# ↓
0xACB0	0x2197	# ↗
0xACB1	0x2196	# ↖
0xACB2	0x2198	# ↘
0xACB3	0x2199	# ↙
0xACB4	0x2194	# ↔
0xACB5	0x2195	# ↕
0xACB6	0x21E8	# ⇨
0xACB7	0x21E6	# ⇦
0xACB8	0x21E7	# ⇧
0xACB9	0x21E9	# ⇩
0xACBA	0x2B00	# ⬀
0xACBB	0x2B01	# ⬁
0xACBC	0x2B02	# ⬂
0xACBD	0x2B03	# ⬃
0xACBE	0x2B04	# ⬄
0xACBF	0x21F3	# ⇳
0xACC0	0x27A1	# ➡
0xACC1	0x2B05	# ⬅
0xACC2	0x2B06	# ⬆
0xACC3	0x2B07	# ⬇
0xACC4	0x2B08	# ⬈
0xACC5	0x2B09	# ⬉
0xACC6	0x2B0A	# ⬊
0xACC7	0x2B0B	# ⬋
0xACC8	0x2B0C	# ⬌
0xACC9	0x2B0D	# ⬍
0xACCA	0x2663	# ♣
0xACCB	0x2665	# ♥
0xACCC	0x2660	# ♠
0xACCD	0x2666	# ♦
0xACCE	0x3012	# 〒
0xACCF	0x2B97	# ⮗
0xACD0	0x260F	# ☏
0xACD1	0x260E	# ☎
0xACD2	0x23CE	# ⏎
0xACD3	0xF13B	# 
0xACD4	0xF13C	# 
0xACD5	0xF13D	# 
0xACD6	0x2615	# ☕
0xACD7	0x327C	# ㉼
0xACD8	0x327D	# ㉽
0xACD9	0x321D	# ㈝
0xACDA	0x321E	# ㈞
0xACDB	0x33C7	# ㏇
0xACDC	0x32CF	# ㋏
0xACDD	0x3250	# ㉐
0xACDE	0x2121	# ℡
0xACDF	0x213B	# ℻
0xACE0	0x337A	# ㍺
0xACE1	0x00AE	# ®
0xAEA1	0x00A1	# ¡
0xAEA2	0x00A2	# ¢
0xAEA3	0x00A3	# £
0xAEA4	0x00A4	# ¤
0xAEA5	0x00A5	# ¥
0xAEA6	0x00A6	# ¦
0xAEA9	0x00A9	# ©
0xAEAA	0x00AA	# ª
0xAEAB	0x00AB	# «
0xAEAC	0x00AC	# ¬
0xAEAD	0x00AD	# ­
0xAEAF	0x00AF	# ¯
0xAEB5	0x00B5	# µ
0xAEB8	0x00B8	# ¸
0xAEBA	0x00BA	# º
0xAEBB	0x00BB	# »
0xAEBF	0x00BF	# ¿
0xAEC0	0x00C0	# À
0xAEC1	0x00C1	# Á
0xAEC2	0x00C2	# Â
0xAEC3	0x00C3	# Ã
0xAEC4	0x00C4	# Ä
0xAEC5	0x00C5	# Å
0xAEC6	0x00C6	# Æ
0xAEC7	0x00C7	# Ç
0xAEC8	0x00C8	# È
0xAEC9	0x00C9	# É
0xAECA	0x00CA	# Ê
0xAECB	0x00CB	# Ë
0xAECC	0x00CC	# Ì
0xAECD	0x00CD	# Í
0xAECE	0x00CE	# Î
0xAECF	0x00CF	# Ï
0xAED0	0x00D0	# Ð
0xAED1	0x00D1	# Ñ
0xAED2	0x00D2	# Ò
0xAED3	0x00D3	# Ó
0xAED4	0x00D4	# Ô
0xAED5	0x00D5	# Õ
0xAED6	0x00D6	# Ö
0xAED8	0x00D8	# Ø
0xAED9	0x00D9	# Ù
0xAEDA	0x00DA	# Ú
0xAEDB	0x00DB	# Û
0xAEDC	0x00DC	# Ü
0xAEDD	0x00DD	# Ý
0xAEDE	0x00DE	# Þ
0xAEDF	0x00DF	# ß
0xAEE0	0x00E0	# à
0xAEE1	0x00E1	# á
0xAEE2	0x00E2	# â
0xAEE3	0x00E3	# ã
0xAEE4	0x00E4	# ä
0xAEE5	0x00E5	# å
0xAEE6	0x00E6	# æ
0xAEE7	0x00E7	# ç
0xAEE8	0x00E8	# è
0xAEE9	0x00E9	# é
0xAEEA	0x00EA	# ê
0xAEEB	0x00EB	# ë
0xAEEC	0x00EC	# ì
0xAEED	0x00ED	# í
0xAEEE	0x00EE	# î
0xAEEF	0x00EF	# ï
0xAEF0	0x00F0	# ð
0xAEF1	0x00F1	# ñ
0xAEF2	0x00F2	# ò
0xAEF3	0x00F3	# ó
0xAEF4	0x00F4	# ô
0xAEF5	0x00F5	# õ
0xAEF6	0x00F6	# ö
0xAEF8	0x00F8	# ø
0xAEF9	0x00F9	# ù
0xAEFA	0x00FA	# ú
0xAEFB	0x00FB	# û
0xAEFC	0x00FC	# ü
0xAEFD	0x00FD	# ý
0xAEFE	0x00FE	# þ
0xAEFF	0x00FF	# ÿ
0xB0A1	0xAC00	# 가
0xB0A2	0xAC01	# 각
0xB0A3	0xAC04	# 간
0xB0A4	0xAC07	# 갇
0xB0A5	0xAC08	# 갈
0xB0A6	0xAC09	# 갉
0xB0A7	0xAC0A	# 갊
0xB0A8	0xAC10	# 감
0xB0A9	0xAC11	# 갑
0xB0AA	0xAC12	# 값
0xB0AB	0xAC13	# 갓
0xB0AC	0xAC15	# 강
0xB0AD	0xAC16	# 갖
0xB0AE	0xAC17	# 갗
0xB0AF	0xAC19	# 같
0xB0B0	0xAC1A	# 갚
0xB0B1	0xAC1B	# 갛
0xB0B2	0xAC14	# 갔
0xB0B3	0xAC38	# 갸
0xB0B4	0xAC39	# 갹
0xB0B5	0xAC3C	# 갼
0xB0B6	0xAC40	# 걀
0xB0B7	0xAC48	# 걈
0xB0B8	0xAC4B	# 걋
0xB0B9	0xAC4D	# 걍
0xB0BA	0xAC70	# 거
0xB0BB	0xAC71	# 걱
0xB0BC	0xAC74	# 건
0xB0BD	0xAC77	# 걷
0xB0BE	0xAC78	# 걸
0xB0BF	0xAC79	# 걹
0xB0C0	0xAC7A	# 걺
0xB0C1	0xAC80	# 검
0xB0C2	0xAC81	# 겁
0xB0C3	0xAC83	# 것
0xB0C4	0xAC85	# 겅
0xB0C5	0xAC86	# 겆
0xB0C6	0xAC89	# 겉
0xB0C7	0xAC8A	# 겊
0xB0C8	0xAC8B	# 겋
0xB0C9	0xAC84	# 겄
0xB0CA	0xACA8	# 겨
0xB0CB	0xACA9	# 격
0xB0CC	0xACAC	# 견
0xB0CD	0xACAF	# 겯
0xB0CE	0xACB0	# 결
0xB0CF	0xACB8	# 겸
0xB0D0	0xACB9	# 겹
0xB0D1	0xACBB	# 겻
0xB0D2	0xACBD	# 경
0xB0D3	0xACC1	# 곁
0xB0D4	0xACAA	# 겪
0xB0D5	0xACBC	# 겼
0xB0D6	0xACE0	# 고
0xB0D7	0xACE1	# 곡
0xB0D8	0xACE4	# 곤
0xB0D9	0xACE7	# 곧
0xB0DA	0xACE8	# 골
0xB0DB	0xACEA	# 곪
0xB0DC	0xACEC	# 곬
0xB0DD	0xACEF	# 곯
0xB0DE	0xACF0	# 곰
0xB0DF	0xACF1	# 곱
0xB0E0	0xACF3	# 곳
0xB0E1	0xACF5	# 공
0xB0E2	0xACF6	# 곶
0xB0E3	0xACFA	# 곺
0xB0E4	0xAD50	# 교
0xB0E5	0xAD54	# 굔
0xB0E6	0xAD58	# 굘
0xB0E7	0xAD61	# 굡
0xB0E8	0xAD63	# 굣
0xB0E9	0xAD6C	# 구
0xB0EA	0xAD6D	# 국
0xB0EB	0xAD70	# 군
0xB0EC	0xAD73	# 굳
0xB0ED	0xAD74	# 굴
0xB0EE	0xAD75	# 굵
0xB0EF	0xAD76	# 굶
0xB0F0	0xAD7B	# 굻
0xB0F1	0xAD7C	# 굼
0xB0F2	0xAD7D	# 굽
0xB0F3	0xAD7F	# 굿
0xB0F4	0xAD81	# 궁
0xB0F5	0xAD82	# 궂
0xB0F6	0xADDC	# 규
0xB0F7	0xADE0	# 균
0xB0F8	0xADE4	# 귤
0xB0F9	0xADEC	# 귬
0xB0FA	0xADF1	# 귱
0xB0FB	0xADF8	# 그
0xB0FC	0xADF9	# 극
0xB0FD	0xADFC	# 근
0xB0FE	0xADFF	# 귿
0xB1A1	0xAE00	# 글
0xB1A2	0xAE01	# 긁
0xB1A3	0xAE07	# 긇
0xB1A4	0xAE08	# 금
0xB1A5	0xAE09	# 급
0xB1A6	0xAE0B	# 긋
0xB1A7	0xAE0D	# 긍
0xB1A8	0xAE30	# 기
0xB1A9	0xAE31	# 긱
0xB1AA	0xAE34	# 긴
0xB1AB	0xAE37	# 긷
0xB1AC	0xAE38	# 길
0xB1AD	0xAE3A	# 긺
0xB1AE	0xAE40	# 김
0xB1AF	0xAE41	# 깁
0xB1B0	0xAE43	# 깃
0xB1B1	0xAE45	# 깅
0xB1B2	0xAE46	# 깆
0xB1B3	0xAE47	# 깇
0xB1B4	0xAE49	# 깉
0xB1B5	0xAE4A	# 깊
0xB1B6	0xAC1C	# 개
0xB1B7	0xAC1D	# 객
0xB1B8	0xAC20	# 갠
0xB1B9	0xAC24	# 갤
0xB1BA	0xAC2C	# 갬
0xB1BB	0xAC2D	# 갭
0xB1BC	0xAC2F	# 갯
0xB1BD	0xAC31	# 갱
0xB1BE	0xAC30	# 갰
0xB1BF	0xAC54	# 걔
0xB1C0	0xAC58	# 걘
0xB1C1	0xAC5C	# 걜
0xB1C2	0xAC8C	# 게
0xB1C3	0xAC8D	# 겍
0xB1C4	0xAC90	# 겐
0xB1C5	0xAC94	# 겔
0xB1C6	0xAC9C	# 겜
0xB1C7	0xAC9D	# 겝
0xB1C8	0xAC9F	# 겟
0xB1C9	0xACA1	# 겡
0xB1CA	0xACA0	# 겠
0xB1CB	0xACC4	# 계
0xB1CC	0xACC8	# 곈
0xB1CD	0xACCC	# 곌
0xB1CE	0xACD5	# 곕
0xB1CF	0xACD7	# 곗
0xB1D0	0xAD34	# 괴
0xB1D1	0xAD35	# 괵
0xB1D2	0xAD38	# 괸
0xB1D3	0xAD3C	# 괼
0xB1D4	0xAD44	# 굄
0xB1D5	0xAD45	# 굅
0xB1D6	0xAD47	# 굇
0xB1D7	0xAD49	# 굉
0xB1D8	0xAD48	# 굈
0xB1D9	0xADC0	# 귀
0xB1DA	0xADC1	# 귁
0xB1DB	0xADC4	# 귄
0xB1DC	0xADC8	# 귈
0xB1DD	0xADD0	# 귐
0xB1DE	0xADD1	# 귑
0xB1DF	0xADD3	# 귓
0xB1E0	0xAE14	# 긔
0xB1E1	0xACFC	# 과
0xB1E2	0xACFD	# 곽
0xB1E3	0xAD00	# 관
0xB1E4	0xAD03	# 괃
0xB1E5	0xAD04	# 괄
0xB1E6	0xAD06	# 괆
0xB1E7	0xAD0C	# 괌
0xB1E8	0xAD0D	# 괍
0xB1E9	0xAD0F	# 괏
0xB1EA	0xAD11	# 광
0xB1EB	0xAD10	# 괐
0xB1EC	0xAD88	# 궈
0xB1ED	0xAD89	# 궉
0xB1EE	0xAD8C	# 권
0xB1EF	0xAD90	# 궐
0xB1F0	0xAD98	# 궘
0xB1F1	0xAD9D	# 궝
0xB1F2	0xAD9C	# 궜
0xB1F3	0xAD18	# 괘
0xB1F4	0xAD19	# 괙
0xB1F5	0xAD1C	# 괜
0xB1F6	0xAD20	# 괠
0xB1F7	0xAD29	# 괩
0xB1F8	0xAD2D	# 괭
0xB1F9	0xAD2C	# 괬
0xB1FA	0xADA4	# 궤
0xB1FB	0xADA5	# 궥
0xB1FC	0xADB7	# 궷
0xB1FD	0xB098	# 나
0xB1FE	0xB099	# 낙
0xB2A1	0xB09B	# 낛
0xB2A2	0xB09C	# 난
0xB2A3	0xB09F	# 낟
0xB2A4	0xB0A0	# 날
0xB2A5	0xB0A1	# 낡
0xB2A6	0xB0A2	# 낢
0xB2A7	0xB0A8	# 남
0xB2A8	0xB0A9	# 납
0xB2A9	0xB0AB	# 낫
0xB2AA	0xB0AD	# 낭
0xB2AB	0xB0AE	# 낮
0xB2AC	0xB0AF	# 낯
0xB2AD	0xB0B1	# 낱
0xB2AE	0xB0B3	# 낳
0xB2AF	0xB09A	# 낚
0xB2B0	0xB0AC	# 났
0xB2B1	0xB0D0	# 냐
0xB2B2	0xB0D1	# 냑
0xB2B3	0xB0D4	# 냔
0xB2B4	0xB0D8	# 냘
0xB2B5	0xB0E0	# 냠
0xB2B6	0xB0E1	# 냡
0xB2B7	0xB0E5	# 냥
0xB2B8	0xB108	# 너
0xB2B9	0xB109	# 넉
0xB2BA	0xB10B	# 넋
0xB2BB	0xB10C	# 넌
0xB2BC	0xB110	# 널
0xB2BD	0xB112	# 넒
0xB2BE	0xB113	# 넓
0xB2BF	0xB118	# 넘
0xB2C0	0xB119	# 넙
0xB2C1	0xB11B	# 넛
0xB2C2	0xB11D	# 넝
0xB2C3	0xB122	# 넢
0xB2C4	0xB123	# 넣
0xB2C5	0xB10A	# 넊
0xB2C6	0xB11C	# 넜
0xB2C7	0xB140	# 녀
0xB2C8	0xB141	# 녁
0xB2C9	0xB144	# 년
0xB2CA	0xB148	# 녈
0xB2CB	0xB150	# 념
0xB2CC	0xB151	# 녑
0xB2CD	0xB153	# 녓
0xB2CE	0xB155	# 녕
0xB2CF	0xB158	# 녘
0xB2D0	0xB154	# 녔
0xB2D1	0xB178	# 노
0xB2D2	0xB179	# 녹
0xB2D3	0xB17C	# 논
0xB2D4	0xB180	# 놀
0xB2D5	0xB182	# 놂
0xB2D6	0xB188	# 놈
0xB2D7	0xB189	# 놉
0xB2D8	0xB18B	# 놋
0xB2D9	0xB18D	# 농
0xB2DA	0xB192	# 높
0xB2DB	0xB193	# 놓
0xB2DC	0xB1E8	# 뇨
0xB2DD	0xB1E9	# 뇩
0xB2DE	0xB1EC	# 뇬
0xB2DF	0xB1F0	# 뇰
0xB2E0	0xB1F8	# 뇸
0xB2E1	0xB1F9	# 뇹
0xB2E2	0xB1FB	# 뇻
0xB2E3	0xB1FD	# 뇽
0xB2E4	0xB204	# 누
0xB2E5	0xB205	# 눅
0xB2E6	0xB208	# 눈
0xB2E7	0xB20B	# 눋
0xB2E8	0xB20C	# 눌
0xB2E9	0xB214	# 눔
0xB2EA	0xB215	# 눕
0xB2EB	0xB217	# 눗
0xB2EC	0xB219	# 눙
0xB2ED	0xB21E	# 눞
0xB2EE	0xB274	# 뉴
0xB2EF	0xB275	# 뉵
0xB2F0	0xB278	# 뉸
0xB2F1	0xB27C	# 뉼
0xB2F2	0xB284	# 늄
0xB2F3	0xB285	# 늅
0xB2F4	0xB289	# 늉
0xB2F5	0xB290	# 느
0xB2F6	0xB291	# 늑
0xB2F7	0xB294	# 는
0xB2F8	0xB298	# 늘
0xB2F9	0xB299	# 늙
0xB2FA	0xB29A	# 늚
0xB2FB	0xB2A0	# 늠
0xB2FC	0xB2A1	# 늡
0xB2FD	0xB2A3	# 늣
0xB2FE	0xB2A5	# 능
0xB3A1	0xB2A6	# 늦
0xB3A2	0xB2AA	# 늪
0xB3A3	0xB2C8	# 니
0xB3A4	0xB2C9	# 닉
0xB3A5	0xB2CC	# 닌
0xB3A6	0xB2D0	# 닐
0xB3A7	0xB2D2	# 닒
0xB3A8	0xB2D8	# 님
0xB3A9	0xB2D9	# 닙
0xB3AA	0xB2DB	# 닛
0xB3AB	0xB2DD	# 닝
0xB3AC	0xB2E2	# 닢
0xB3AD	0xB0B4	# 내
0xB3AE	0xB0B5	# 낵
0xB3AF	0xB0B8	# 낸
0xB3B0	0xB0BC	# 낼
0xB3B1	0xB0C4	# 냄
0xB3B2	0xB0C5	# 냅
0xB3B3	0xB0C7	# 냇
0xB3B4	0xB0C9	# 냉
0xB3B5	0xB0C8	# 냈
0xB3B6	0xB0EC	# 냬
0xB3B7	0xB124	# 네
0xB3B8	0xB125	# 넥
0xB3B9	0xB128	# 넨
0xB3BA	0xB12C	# 넬
0xB3BB	0xB134	# 넴
0xB3BC	0xB135	# 넵
0xB3BD	0xB137	# 넷
0xB3BE	0xB139	# 넹
0xB3BF	0xB138	# 넸
0xB3C0	0xB15C	# 녜
0xB3C1	0xB160	# 녠
0xB3C2	0xB1CC	# 뇌
0xB3C3	0xB1D0	# 뇐
0xB3C4	0xB1D4	# 뇔
0xB3C5	0xB1DC	# 뇜
0xB3C6	0xB1DD	# 뇝
0xB3C7	0xB1DF	# 뇟
0xB3C8	0xB258	# 뉘
0xB3C9	0xB25C	# 뉜
0xB3CA	0xB260	# 뉠
0xB3CB	0xB268	# 뉨
0xB3CC	0xB269	# 뉩
0xB3CD	0xB26D	# 뉭
0xB3CE	0xB2AC	# 늬
0xB3CF	0xB2B0	# 늰
0xB3D0	0xB2B4	# 늴
0xB3D1	0xB2BC	# 늼
0xB3D2	0xB2C1	# 닁
0xB3D3	0xB194	# 놔
0xB3D4	0xB198	# 놘
0xB3D5	0xB19C	# 놜
0xB3D6	0xB1A7	# 놧
0xB3D7	0xB1A8	# 놨
0xB3D8	0xB220	# 눠
0xB3D9	0xB228	# 눨
0xB3DA	0xB233	# 눳
0xB3DB	0xB234	# 눴
0xB3DC	0xB1B0	# 놰
0xB3DD	0xB23C	# 눼
0xB3DE	0xB2E4	# 다
0xB3DF	0xB2E5	# 닥
0xB3E0	0xB2E8	# 단
0xB3E1	0xB2EB	# 닫
0xB3E2	0xB2EC	# 달
0xB3E3	0xB2ED	# 닭
0xB3E4	0xB2EE	# 닮
0xB3E5	0xB2EF	# 닯
0xB3E6	0xB2F2	# 닲
0xB3E7	0xB2F3	# 닳
0xB3E8	0xB2F4	# 담
0xB3E9	0xB2F5	# 답
0xB3EA	0xB2F7	# 닷
0xB3EB	0xB2F9	# 당
0xB3EC	0xB2FA	# 닺
0xB3ED	0xB2FB	# 닻
0xB3EE	0xB2FE	# 닾
0xB3EF	0xB2FF	# 닿
0xB3F0	0xB2E6	# 닦
0xB3F1	0xB2F8	# 닸
0xB3F2	0xB31C	# 댜
0xB3F3	0xB354	# 더
0xB3F4	0xB355	# 덕
0xB3F5	0xB358	# 던
0xB3F6	0xB35B	# 덛
0xB3F7	0xB35C	# 덜
0xB3F8	0xB35E	# 덞
0xB3F9	0xB35F	# 덟
0xB3FA	0xB364	# 덤
0xB3FB	0xB365	# 덥
0xB3FC	0xB367	# 덧
0xB3FD	0xB369	# 덩
0xB3FE	0xB36B	# 덫
0xB4A1	0xB36E	# 덮
0xB4A2	0xB36F	# 덯
0xB4A3	0xB356	# 덖
0xB4A4	0xB368	# 덨
0xB4A5	0xB38C	# 뎌
0xB4A6	0xB390	# 뎐
0xB4A7	0xB394	# 뎔
0xB4A8	0xB3A1	# 뎡
0xB4A9	0xB3A0	# 뎠
0xB4AA	0xB3C4	# 도
0xB4AB	0xB3C5	# 독
0xB4AC	0xB3C8	# 돈
0xB4AD	0xB3CB	# 돋
0xB4AE	0xB3CC	# 돌
0xB4AF	0xB3CE	# 돎
0xB4B0	0xB3D0	# 돐
0xB4B1	0xB3D4	# 돔
0xB4B2	0xB3D5	# 돕
0xB4B3	0xB3D7	# 돗
0xB4B4	0xB3D9	# 동
0xB4B5	0xB3DB	# 돛
0xB4B6	0xB3DD	# 돝
0xB4B7	0xB434	# 됴
0xB4B8	0xB450	# 두
0xB4B9	0xB451	# 둑
0xB4BA	0xB454	# 둔
0xB4BB	0xB458	# 둘
0xB4BC	0xB460	# 둠
0xB4BD	0xB461	# 둡
0xB4BE	0xB463	# 둣
0xB4BF	0xB465	# 둥
0xB4C0	0xB4C0	# 듀
0xB4C1	0xB4C4	# 듄
0xB4C2	0xB4C8	# 듈
0xB4C3	0xB4D0	# 듐
0xB4C4	0xB4D5	# 듕
0xB4C5	0xB4DC	# 드
0xB4C6	0xB4DD	# 득
0xB4C7	0xB4E0	# 든
0xB4C8	0xB4E3	# 듣
0xB4C9	0xB4E4	# 들
0xB4CA	0xB4E5	# 듥
0xB4CB	0xB4E6	# 듦
0xB4CC	0xB4E7	# 듧
0xB4CD	0xB4EC	# 듬
0xB4CE	0xB4ED	# 듭
0xB4CF	0xB4EF	# 듯
0xB4D0	0xB4F1	# 등
0xB4D1	0xB514	# 디
0xB4D2	0xB515	# 딕
0xB4D3	0xB518	# 딘
0xB4D4	0xB51B	# 딛
0xB4D5	0xB51C	# 딜
0xB4D6	0xB524	# 딤
0xB4D7	0xB525	# 딥
0xB4D8	0xB527	# 딧
0xB4D9	0xB529	# 딩
0xB4DA	0xB52A	# 딪
0xB4DB	0xB52E	# 딮
0xB4DC	0xB528	# 딨
0xB4DD	0xB300	# 대
0xB4DE	0xB301	# 댁
0xB4DF	0xB304	# 댄
0xB4E0	0xB308	# 댈
0xB4E1	0xB310	# 댐
0xB4E2	0xB311	# 댑
0xB4E3	0xB313	# 댓
0xB4E4	0xB315	# 댕
0xB4E5	0xB314	# 댔
0xB4E6	0xB338	# 댸
0xB4E7	0xB370	# 데
0xB4E8	0xB371	# 덱
0xB4E9	0xB374	# 덴
0xB4EA	0xB377	# 덷
0xB4EB	0xB378	# 델
0xB4EC	0xB380	# 뎀
0xB4ED	0xB381	# 뎁
0xB4EE	0xB383	# 뎃
0xB4EF	0xB385	# 뎅
0xB4F0	0xB384	# 뎄
0xB4F1	0xB3A8	# 뎨
0xB4F2	0xB3AC	# 뎬
0xB4F3	0xB418	# 되
0xB4F4	0xB41C	# 된
0xB4F5	0xB420	# 될
0xB4F6	0xB428	# 됨
0xB4F7	0xB429	# 됩
0xB4F8	0xB42B	# 됫
0xB4F9	0xB42D	# 됭
0xB4FA	0xB42C	# 됬
0xB4FB	0xB4A4	# 뒤
0xB4FC	0xB4A5	# 뒥
0xB4FD	0xB4A8	# 뒨
0xB4FE	0xB4AC	# 뒬
0xB5A1	0xB4B4	# 뒴
0xB5A2	0xB4B5	# 뒵
0xB5A3	0xB4B7	# 뒷
0xB5A4	0xB4B9	# 뒹
0xB5A5	0xB4F8	# 듸
0xB5A6	0xB4FC	# 듼
0xB5A7	0xB500	# 딀
0xB5A8	0xB509	# 딉
0xB5A9	0xB50D	# 딍
0xB5AA	0xB3E0	# 돠
0xB5AB	0xB3E4	# 돤
0xB5AC	0xB3E8	# 돨
0xB5AD	0xB46C	# 둬
0xB5AE	0xB470	# 둰
0xB5AF	0xB474	# 둴
0xB5B0	0xB47C	# 둼
0xB5B1	0xB47F	# 둿
0xB5B2	0xB480	# 뒀
0xB5B3	0xB3FC	# 돼
0xB5B4	0xB400	# 됀
0xB5B5	0xB404	# 됄
0xB5B6	0xB410	# 됐
0xB5B7	0xB488	# 뒈
0xB5B8	0xB49D	# 뒝
0xB5B9	0xB77C	# 라
0xB5BA	0xB77D	# 락
0xB5BB	0xB780	# 란
0xB5BC	0xB784	# 랄
0xB5BD	0xB78C	# 람
0xB5BE	0xB78D	# 랍
0xB5BF	0xB78F	# 랏
0xB5C0	0xB791	# 랑
0xB5C1	0xB792	# 랒
0xB5C2	0xB796	# 랖
0xB5C3	0xB797	# 랗
0xB5C4	0xB790	# 랐
0xB5C5	0xB7B4	# 랴
0xB5C6	0xB7B5	# 략
0xB5C7	0xB7B8	# 랸
0xB5C8	0xB7BC	# 랼
0xB5C9	0xB7C4	# 럄
0xB5CA	0xB7C5	# 럅
0xB5CB	0xB7C7	# 럇
0xB5CC	0xB7C9	# 량
0xB5CD	0xB7EC	# 러
0xB5CE	0xB7ED	# 럭
0xB5CF	0xB7F0	# 런
0xB5D0	0xB7F4	# 럴
0xB5D1	0xB7FC	# 럼
0xB5D2	0xB7FD	# 럽
0xB5D3	0xB7FF	# 럿
0xB5D4	0xB801	# 렁
0xB5D5	0xB806	# 렆
0xB5D6	0xB807	# 렇
0xB5D7	0xB800	# 렀
0xB5D8	0xB824	# 려
0xB5D9	0xB825	# 력
0xB5DA	0xB828	# 련
0xB5DB	0xB82C	# 렬
0xB5DC	0xB834	# 렴
0xB5DD	0xB835	# 렵
0xB5DE	0xB837	# 렷
0xB5DF	0xB839	# 령
0xB5E0	0xB838	# 렸
0xB5E1	0xB85C	# 로
0xB5E2	0xB85D	# 록
0xB5E3	0xB860	# 론
0xB5E4	0xB864	# 롤
0xB5E5	0xB86C	# 롬
0xB5E6	0xB86D	# 롭
0xB5E7	0xB86F	# 롯
0xB5E8	0xB871	# 롱
0xB5E9	0xB876	# 롶
0xB5EA	0xB8CC	# 료
0xB5EB	0xB8D0	# 룐
0xB5EC	0xB8D4	# 룔
0xB5ED	0xB8DC	# 룜
0xB5EE	0xB8DD	# 룝
0xB5EF	0xB8DF	# 룟
0xB5F0	0xB8E1	# 룡
0xB5F1	0xB8E8	# 루
0xB5F2	0xB8E9	# 룩
0xB5F3	0xB8EC	# 룬
0xB5F4	0xB8F0	# 룰
0xB5F5	0xB8F8	# 룸
0xB5F6	0xB8F9	# 룹
0xB5F7	0xB8FB	# 룻
0xB5F8	0xB8FD	# 룽
0xB5F9	0xB958	# 류
0xB5FA	0xB959	# 륙
0xB5FB	0xB95C	# 륜
0xB5FC	0xB960	# 률
0xB5FD	0xB968	# 륨
0xB5FE	0xB969	# 륩
0xB6A1	0xB96B	# 륫
0xB6A2	0xB96D	# 륭
0xB6A3	0xB974	# 르
0xB6A4	0xB975	# 륵
0xB6A5	0xB978	# 른
0xB6A6	0xB97C	# 를
0xB6A7	0xB984	# 름
0xB6A8	0xB985	# 릅
0xB6A9	0xB987	# 릇
0xB6AA	0xB989	# 릉
0xB6AB	0xB98A	# 릊
0xB6AC	0xB98D	# 릍
0xB6AD	0xB98E	# 릎
